article_id,titre,texte,categorie,source,date_publication,nb_mots,prediction,latence_ms
349,La BCE relève ses taux pour la troisième fois,"Mise à jour — La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,Le Monde,2024-01-23,24,politique,510.78770000003715
350,Prix Goncourt pour Kamel Daoud,"L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie.",culture,Le Figaro,2024-06-22,17,culture,477.8031000005285
351,Versailles ouvre son programme pour les scolaires défavorisés,Le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année. Les autorités compétentes n'ont pas commenté.,culture,Libération,2024-04-03,29,culture,533.043300000827
352,Remaniement : trois secrétaires d'État remplacés,L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.,politique,Le Parisien,2024-08-07,18,politique,526.6341000005923
353,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment. Les autorités compétentes n'ont pas commenté.,faits_divers,Le Parisien,2024-09-07,28,politique,552.147899999909
354,Rugby mondial : l'Afrique du Sud conserve son titre,"Selon nos informations, les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis.",sport,Les Échos,2024-09-27,23,sport,527.0476999994571
355,La France prend la présidence de l'UE,"Selon nos informations, paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,Le Figaro,2024-05-01,27,politique,543.1819000004907
356,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,Les Échos,2024-08-06,23,politique,516.0723000008147
357,JO Paris : la France troisième du classement des médailles,"La délégation française termine les Jeux avec 16 or, 12 argent, 22 bronze, soit la troisième place mondiale derrière les États-Unis et la Chine.",sport,Les Échos,2024-03-24,24,sport,525.2968999993755
358,Référendum en Nouvelle-Calédonie : résultat contesté,"Mise à jour — Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,L'Équipe,2024-04-15,24,faits_divers,511.59780000034516
359,La BCE relève ses taux pour la troisième fois,"Mise à jour — La Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,Le Monde,2024-02-13,24,politique,523.9590999999564
360,"Inflation : les prix ralentissent à 2,1 pourcent","L'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie. Les autorités compétentes n'ont pas commenté.",economie,L'Équipe,2024-08-11,37,politique,613.953500000207
361,Remaniement : trois secrétaires d'État remplacés,"Selon nos informations, l'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.",politique,AFP,2024-07-17,21,politique,538.9285999999629
362,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h","Selon nos informations, météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.",faits_divers,Le Parisien,2024-12-26,20,faits_divers,538.3874999997715
363,Sommet franco-allemand à l'Élysée,"Selon nos informations, le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.",politique,Libération,2024-05-14,30,politique,575.8508999997503
364,Tour de France : le maillot jaune résiste dans les Alpes,"Selon nos informations, le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,L'Équipe,2024-11-05,29,sport,582.6304000001983
365,La France prend la présidence de l'UE,"Paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique. Les autorités compétentes n'ont pas commenté.",politique,AFP,2024-08-21,30,politique,537.6473999995142
366,Avalanche dans les Alpes : sept randonneurs secourus,Mise à jour — Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,Reuters,2024-09-11,28,sport,514.0793000000485
367,Rugby mondial : l'Afrique du Sud conserve son titre,Les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis. Les autorités compétentes n'ont pas commenté.,sport,Le Figaro,2024-02-24,26,sport,540.1905999997325
368,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h",Mise à jour — Météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.,faits_divers,Reuters,2024-03-16,21,faits_divers,536.676400000033
369,Le cinéma français retrouve son niveau d'avant-Covid,"Le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Reuters,2024-10-16,22,economie,521.2558999992325
370,Disparition d'une adolescente dans le Vaucluse,Les gendarmes du Vaucluse lancent un avis de recherche après la disparition d'une adolescente de quinze ans depuis quatre jours. Les autorités compétentes n'ont pas commenté.,faits_divers,AFP,2024-03-02,26,faits_divers,533.1832000001668
371,Cannes : Palme d'or pour Wim Wenders,"Selon nos informations, la Palme d'or a été décernée au film de Wim Wenders, Les Jardins du temps, par le jury de Greta Gerwig.",culture,Le Monde,2024-09-07,24,culture,531.0934999997698
372,Sommet franco-allemand à l'Élysée,Mise à jour — Le président a accueilli son homologue allemand pour un sommet bilatéral sur la politique énergétique européenne. Une déclaration commune a été signée sur la refondation de Schengen.,politique,Reuters,2024-07-15,31,politique,563.8446999992084
373,Le cinéma français retrouve son niveau d'avant-Covid,"Le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Le Monde,2024-06-25,22,economie,508.99070000014035
374,"Chômage : le taux remonte à 7,4 pourcent au T3","Mise à jour — La Dares publie des statistiques en hausse avec un taux de chômage à 7,4 pourcent sous l'effet de licenciements dans l'industrie manufacturière.",economie,Le Parisien,2024-03-17,26,economie,547.9244999996808
375,Pollution au plomb : le maire mis en cause,Une information judiciaire est ouverte contre un maire de Seine-et-Marne pour mise en danger d'autrui après la découverte de plomb dans l'eau potable.,faits_divers,Libération,2024-08-22,23,politique,494.8574000000008
376,Le cinéma français retrouve son niveau d'avant-Covid,"Selon nos informations, le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Libération,2024-06-11,25,economie,517.9918000003454
377,Incendie à Aubervilliers : sept blessés,"Un violent incendie s'est déclaré dans un immeuble de dix étages à Aubervilliers, causant sept blessés dont trois graves après inhalation de fumées toxiques. Les autorités compétentes n'ont pas commenté.",faits_divers,L'Équipe,2024-11-05,30,politique,537.7331999998205
378,Versailles ouvre son programme pour les scolaires défavorisés,Le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année.,culture,Le Monde,2024-07-04,23,culture,529.1090000000622
379,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h",Mise à jour — Météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.,faits_divers,Libération,2024-03-26,21,faits_divers,536.8951000000379
380,Grève SNCF : syndicats rejettent les propositions salariales,"La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,AFP,2024-04-22,24,politique,523.1285999998363
381,Paralympiques de Paris : record d'audience télévisée,"Selon nos informations, les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,Les Échos,2024-07-07,25,sport,506.39289999980974
382,Meurtre à Nantes : un suspect interpellé,"Selon nos informations, la PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.",faits_divers,Reuters,2024-03-16,27,faits_divers,559.351500000048
383,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h","Selon nos informations, météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.",faits_divers,Le Figaro,2024-08-07,20,faits_divers,527.2914000006494
384,Rugby mondial : l'Afrique du Sud conserve son titre,"Selon nos informations, les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis.",sport,Libération,2024-11-16,23,sport,534.5440000000963
385,Bordeaux bascule à gauche après vingt ans,"La candidate de gauche a remporté la mairie de Bordeaux avec 53,2 pourcent des voix, mettant fin à vingt ans de gestion de droite. Les autorités compétentes n'ont pas commenté.",politique,Libération,2024-12-19,30,politique,512.4880999992456
386,Le Sénat rejette l'amendement sur la proportionnelle,,politique,L'Équipe,2024-06-15,0,politique,423.50600000008853
387,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment. Les autorités compétentes n'ont pas commenté.,faits_divers,Libération,2024-01-27,28,politique,594.9140000002444
388,Formule 1 : Verstappen quadruple champion du monde,"Selon nos informations, max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses.",sport,Le Monde,2024-12-03,23,sport,519.0076999997473
389,Référendum en Nouvelle-Calédonie : résultat contesté,"Mise à jour — Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Le Parisien,2024-06-19,24,faits_divers,544.2091000004439
390,TotalEnergies annonce un bénéfice record de 19 milliards,"Le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés. Les autorités compétentes n'ont pas commenté.",economie,L'Équipe,2024-09-04,28,politique,574.2002999995748
391,"Inflation : les prix ralentissent à 2,1 pourcent","Selon nos informations, l'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie.",economie,Les Échos,2024-09-09,34,economie,573.8223000007565
392,TotalEnergies annonce un bénéfice record de 19 milliards,"Selon nos informations, le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Libération,2024-11-17,25,economie,545.4374000000826
393,Formule 1 : Verstappen quadruple champion du monde,"Selon nos informations, max Verstappen scelle son quatrième titre mondial consécutif dès le Grand Prix du Mexique avec seize victoires sur dix-neuf courses.",sport,Reuters,2024-10-22,23,sport,530.3688000003604
394,"Le Louvre atteint 9,6 millions de visiteurs en 2024","Mise à jour — Le musée du Louvre enregistre un record historique d'entrées, porté par la réouverture de la salle de La Joconde après deux ans de rénovation.",culture,Le Figaro,2024-10-22,28,culture,541.3408999993408
395,Ligue 1 : Monaco champion de France dix ans après,"Mise à jour — Monaco décroche son dixième titre de champion en battant Marseille 3-1, devançant le PSG d'un seul point lors de la dernière journée.",sport,Les Échos,2024-02-05,26,sport,516.4748999995936
396,Paralympiques de Paris : record d'audience télévisée,"Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent. Les autorités compétentes n'ont pas commenté.",sport,Le Parisien,2024-03-08,28,sport,550.3392000000531
397,TotalEnergies annonce un bénéfice record de 19 milliards,"Le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Reuters,2024-09-26,22,economie,528.9499999998952
398,Référendum en Nouvelle-Calédonie : résultat contesté,"Le référendum a donné 96,5 pourcent pour le maintien, chiffre jugé non représentatif par les indépendantistes qui boycottaient le scrutin.",politique,Le Monde,2024-08-05,20,faits_divers,525.2192999996623
399,Avalanche dans les Alpes : sept randonneurs secourus,Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,Le Figaro,2024-11-28,24,sport,515.5020000001969
400,Grève SNCF : syndicats rejettent les propositions salariales,"Mise à jour — La troisième journée de grève a paralysé un quart du trafic TGV. Les syndicats rejettent la hausse de 4,3 pourcent proposée sur deux ans.",economie,Reuters,2024-10-23,28,politique,548.892099999648
401,Accord UE-Mercosur : mobilisation des agriculteurs,,economie,Le Monde,2024-06-23,0,politique,420.26739999982965
402,Le CAC 40 franchit les 8 000 points pour la première fois,"La Bourse de Paris inscrit un record historique, le CAC 40 franchissant le niveau symbolique des 8 000 points en séance.",economie,Les Échos,2024-03-27,21,economie,501.6773000006651
403,Le Sénat rejette l'amendement sur la proportionnelle,"Selon nos informations, par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,Libération,2024-06-15,26,faits_divers,540.614600000481
404,"Festival d'Avignon : 180 000 spectateurs, un record","Mise à jour — La 77e édition du Festival d'Avignon clôture sur un bilan record de 180 000 spectateurs, soit une hausse de 12 pourcent.",culture,Libération,2024-09-12,25,politique,498.4006999993653
405,Le Sénat rejette l'amendement sur la proportionnelle,"Mise à jour — Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,AFP,2024-07-11,27,politique,558.1925000005867
406,"Inflation : les prix ralentissent à 2,1 pourcent","Mise à jour — L'INSEE a publié ses données d'octobre. La hausse des prix ressort à 2,1 pourcent sur un an, son niveau le plus bas depuis vingt-six mois, portée par la détente de l'énergie.",economie,Le Monde,2024-04-17,35,economie,567.0137999995859
407,Accord UE-Mercosur : mobilisation des agriculteurs,La perspective d'un accord commercial avec le Mercosur provoque une levée de boucliers de la FNSEA qui appelle à une journée de blocage national.,economie,Le Parisien,2024-06-19,24,politique,512.3690999998871
408,La comédie musicale Brel dépasse le million de spectateurs,"Selon nos informations, créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs.",culture,Reuters,2024-08-15,25,sport,527.3439000002327
409,Le cinéma français retrouve son niveau d'avant-Covid,"Selon nos informations, le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,AFP,2024-02-06,25,economie,514.9818999998388
410,Le Sénat rejette l'amendement sur la proportionnelle,,politique,Le Monde,2024-02-11,0,politique,413.9647000001787
411,Accord UE-Mercosur : mobilisation des agriculteurs,La perspective d'un accord commercial avec le Mercosur provoque une levée de boucliers de la FNSEA qui appelle à une journée de blocage national. Les autorités compétentes n'ont pas commenté.,economie,L'Équipe,2024-04-16,30,politique,556.1777999992046
412,Avalanche dans les Alpes : sept randonneurs secourus,Mise à jour — Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,Les Échos,2024-12-21,28,sport,530.3602000003593
413,Carambolage sur l'A10 : trois morts et douze blessés,"Selon nos informations, un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.",faits_divers,Libération,2024-05-08,28,faits_divers,581.0059000004912
414,Versailles ouvre son programme pour les scolaires défavorisés,Le château de Versailles lance un programme d'éducation artistique permettant à 50 000 élèves des quartiers prioritaires de visiter le domaine chaque année. Les autorités compétentes n'ont pas commenté.,culture,L'Équipe,2024-06-02,29,culture,528.4121000004234
415,TotalEnergies annonce un bénéfice record de 19 milliards,"Selon nos informations, le groupe pétrolier publie 19,2 milliards d'euros de bénéfice net, en hausse de 28 pourcent. Hausse du dividende et rachat d'actions annoncés.",economie,Les Échos,2024-04-11,25,economie,522.7560000002995
416,Tour de France : le maillot jaune résiste dans les Alpes,"Mise à jour — Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,Le Parisien,2024-05-07,30,sport,587.8594999994675
417,Roland-Garros : Djokovic s'offre un 24e titre majeur,Mise à jour — Djokovic remporte son vingt-quatrième titre du Grand Chelem sur la terre battue parisienne en quatre sets face à son adversaire espagnol.,sport,Le Parisien,2024-11-27,25,sport,546.6185999994195
418,Paralympiques de Paris : record d'audience télévisée,"Mise à jour — Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,Le Parisien,2024-01-21,26,sport,519.9840999994194
419,Remaniement : trois secrétaires d'État remplacés,Mise à jour — L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.,politique,Les Échos,2024-12-18,22,politique,517.8907999998046
420,"Tempête Ciaran : douze départements en rouge, vents à 200 km/h","Selon nos informations, météo-France place douze départements en vigilance rouge. Des rafales de 200 km/h provoquent d'importants dégâts en Bretagne.",faits_divers,Libération,2024-01-07,20,faits_divers,534.6132000004218
421,Incendie à Aubervilliers : sept blessés,"Selon nos informations, un violent incendie s'est déclaré dans un immeuble de dix étages à Aubervilliers, causant sept blessés dont trois graves après inhalation de fumées toxiques.",faits_divers,Reuters,2024-02-02,27,faits_divers,556.5888999999515
422,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Mise à jour — Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois.,culture,Le Parisien,2024-01-07,25,culture,507.1939999997994
423,Tour de France : le maillot jaune résiste dans les Alpes,"Mise à jour — Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,Libération,2024-03-04,30,sport,587.1576999998069
424,Accord UE-Mercosur : mobilisation des agriculteurs,La perspective d'un accord commercial avec le Mercosur provoque une levée de boucliers de la FNSEA qui appelle à une journée de blocage national. Les autorités compétentes n'ont pas commenté.,economie,AFP,2024-12-10,30,politique,549.7520999997505
425,Paralympiques de Paris : record d'audience télévisée,,sport,Le Figaro,2024-11-15,0,sport,413.2239999999001
426,Remaniement : trois secrétaires d'État remplacés,L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles. Les autorités compétentes n'ont pas commenté.,politique,Les Échos,2024-06-12,24,faits_divers,560.1398000007975
427,Cannes : Palme d'or pour Wim Wenders,"Mise à jour — La Palme d'or a été décernée au film de Wim Wenders, Les Jardins du temps, par le jury de Greta Gerwig.",culture,Reuters,2024-02-10,25,culture,513.3240999994086
428,Paralympiques de Paris : record d'audience télévisée,"Selon nos informations, les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,Libération,2024-10-09,25,sport,508.07260000055976
429,Le cinéma français retrouve son niveau d'avant-Covid,"Le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,AFP,2024-05-17,22,economie,517.2803000004933
430,Tour de France : le maillot jaune résiste dans les Alpes,"Mise à jour — Le porteur du maillot jaune a conservé son avantage lors de la quinzième étape arrivée à l'Alpe d'Huez. Landa gagne l'étape, le classement général reste inchangé.",sport,Reuters,2024-02-09,30,sport,588.8460999995004
431,Remaniement : trois secrétaires d'État remplacés,Mise à jour — L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.,politique,AFP,2024-05-26,22,politique,520.7195000002685
432,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs. Les autorités compétentes n'ont pas commenté.",culture,Les Échos,2024-01-28,28,sport,532.470000000103
433,Remaniement : trois secrétaires d'État remplacés,L'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles. Les autorités compétentes n'ont pas commenté.,politique,Le Parisien,2024-09-21,24,faits_divers,569.9113999999099
434,"LVMH rachète Valentino pour 4,5 milliards","Selon nos informations, le groupe de luxe finalise l'acquisition de la maison italienne Valentino pour 4,5 milliards d'euros, portant à 75 le nombre de ses maisons.",economie,Le Monde,2024-03-17,26,culture,531.6961000007723
435,Braquage de bijouterie à Lyon : 400 000 euros de butin,"Trois individus armés ont braqué une bijouterie du centre de Lyon, emportant environ 400 000 euros de bijoux et d'espèces.",faits_divers,AFP,2024-05-26,20,culture,530.4267999999865
436,Stromae annonce une tournée mondiale de cinquante dates,"Selon nos informations, après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,Le Monde,2024-06-18,23,culture,512.377899999592
437,Remaniement : trois secrétaires d'État remplacés,"Selon nos informations, l'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.",politique,Reuters,2024-11-26,21,politique,548.8307999994504
438,Le cinéma français retrouve son niveau d'avant-Covid,"Selon nos informations, le CNC annonce 223 millions d'entrées en salles françaises en 2024, avec les films français à 35 pourcent de parts de marché.",culture,Libération,2024-03-02,25,economie,520.6746000003477
439,Stromae annonce une tournée mondiale de cinquante dates,"Selon nos informations, après deux ans d'absence, Stromae annonce cinquante dates mondiales débutant à Bruxelles, avec cinq soirées à Paris La Défense Arena.",culture,L'Équipe,2024-04-22,23,culture,546.4329000005819
440,Budget 2025 adopté en première lecture à l'Assemblée,"Après trois semaines de débats et l'utilisation du 49-3, l'Assemblée a adopté le PLF 2025 visant un déficit à 3,2 pourcent du PIB.",politique,L'Équipe,2024-03-17,23,economie,531.708499999695
441,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,L'Équipe,2024-10-07,23,politique,555.7892000006177
442,Prix Goncourt pour Kamel Daoud,"L'académie Goncourt couronne Kamel Daoud pour son roman Houris, une fresque sur la décennie noire en Algérie.",culture,L'Équipe,2024-05-23,17,culture,450.70269999996526
443,Remaniement : trois secrétaires d'État remplacés,"Selon nos informations, l'Élysée a confirmé le remplacement de trois secrétaires d'État suite aux résultats décevants des dernières élections municipales partielles.",politique,Le Figaro,2024-08-07,21,politique,575.065099999847
444,Paralympiques de Paris : record d'audience télévisée,"Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent. Les autorités compétentes n'ont pas commenté.",sport,Le Figaro,2024-01-19,28,sport,561.5520000001197
445,Paralympiques de Paris : record d'audience télévisée,"Mise à jour — Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent.",sport,Le Figaro,2024-04-08,26,sport,527.911099999983
446,Carambolage sur l'A10 : trois morts et douze blessés,Mise à jour — Un carambolage de dix-sept véhicules dont trois poids lourds sur l'A10 à Dourdan a causé trois morts et douze blessés dont quatre en urgence absolue.,faits_divers,Reuters,2024-05-01,29,faits_divers,572.4550000004456
447,Léon Marchand améliore son record du monde du 200 m brasse,"Dans le Centre aquatique olympique, Léon Marchand abaisse de sept centièmes son propre record du monde du 200 mètres brasse.",sport,Le Monde,2024-05-15,20,sport,515.0398000005225
448,La France prend la présidence de l'UE,"Mise à jour — Paris a officiellement pris la présidence tournante du Conseil de l'UE pour six mois, avec pour priorités l'union de l'énergie et la régulation numérique.",politique,Libération,2024-04-12,28,politique,541.4236000005985
449,Meurtre à Nantes : un suspect interpellé,Mise à jour — La PJ nantaise a interpellé un homme de trente-deux ans soupçonné du meurtre d'un voisin dans le quartier Bellevue quarante-huit heures après les faits.,faits_divers,Le Figaro,2024-04-27,28,faits_divers,571.0810000000492
450,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,L'Équipe,2024-06-08,23,politique,539.4365000001926
451,Budget 2025 adopté en première lecture à l'Assemblée,"Selon nos informations, après trois semaines de débats et l'utilisation du 49-3, l'Assemblée a adopté le PLF 2025 visant un déficit à 3,2 pourcent du PIB.",politique,Reuters,2024-02-20,26,economie,535.7303999999203
452,Le Sénat rejette l'amendement sur la proportionnelle,"Selon nos informations, par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif.",politique,Le Figaro,2024-03-27,26,faits_divers,556.6361999999572
453,Le Sénat rejette l'amendement sur la proportionnelle,"Par cent quarante-deux voix contre quatre-vingt-sept, le Sénat a rejeté l'amendement sur la dose de proportionnelle. Ce vote constitue un revers pour l'exécutif. Les autorités compétentes n'ont pas commenté.",politique,Libération,2024-12-14,29,politique,603.802600000563
454,Conseil des ministres : réforme éducative adoptée,"Le Premier ministre a présidé un conseil des ministres extraordinaire. Le projet de loi portant réforme du système éducatif a été adopté en première lecture, prévoyant la révision des programmes et la revalorisation des enseignants. L'opposition a annoncé sa saisine du Conseil constitutionnel. Les autorités compétentes n'ont pas commenté.",politique,Le Parisien,2024-11-12,49,politique,633.3789000000252
455,La Fnac ferme dix-huit magasins d'ici 2026,"Selon nos informations, le groupe Fnac-Darty prévoit la fermeture de dix-huit points de vente en villes moyennes, affectant environ 1 200 salariés.",culture,L'Équipe,2024-02-05,22,politique,507.60949999948934
456,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,,faits_divers,AFP,2024-03-25,0,economie,441.05060000038065
457,Avalanche dans les Alpes : sept randonneurs secourus,Mise à jour — Sept randonneurs pris dans une avalanche sur le massif du Mont-Blanc ont été secourus après six heures d'opérations par la gendarmerie de haute montagne.,faits_divers,Le Parisien,2024-12-11,28,sport,520.0945000005959
458,Exposition Vermeer à Amsterdam : deux millions de visiteurs,Le Rijksmuseum réunit 28 des 37 tableaux de Vermeer dans une rétrospective ayant accueilli deux millions de visiteurs en quatre mois. Les autorités compétentes n'ont pas commenté.,culture,Libération,2024-04-04,27,culture,542.722799999865
459,Paralympiques de Paris : record d'audience télévisée,"Les Jeux paralympiques de Paris 2024 établissent un record avec 4,2 millions de téléspectateurs par soirée, soit une progression de 40 pourcent. Les autorités compétentes n'ont pas commenté.",sport,Reuters,2024-05-13,28,sport,525.4870999997365
460,La comédie musicale Brel dépasse le million de spectateurs,"Créée il y a dix-huit mois, la comédie musicale consacrée à Jacques Brel au Palais des sports dépasse le million de spectateurs.",culture,Reuters,2024-06-10,22,sport,508.8298999999097
461,Disparition d'une adolescente dans le Vaucluse,"Selon nos informations, les gendarmes du Vaucluse lancent un avis de recherche après la disparition d'une adolescente de quinze ans depuis quatre jours.",faits_divers,Le Figaro,2024-03-09,23,faits_divers,528.374999999869
462,La BCE relève ses taux pour la troisième fois,"Selon nos informations, la Banque centrale européenne relève ses taux de 25 points de base, portant le taux de dépôt à 4,25 pourcent.",economie,Libération,2024-07-04,23,economie,493.36140000013984
463,Fraude fiscale : cinq ans de prison ferme pour l'homme d'affaires,Mise à jour — Le tribunal de Paris condamne un homme d'affaires à cinq ans ferme et deux millions d'euros d'amende pour fraude fiscale et blanchiment.,faits_divers,AFP,2024-09-19,26,economie,513.557999999648
464,Rugby mondial : l'Afrique du Sud conserve son titre,Les Springboks décrochent leur quatrième étoile mondiale en battant la Nouvelle-Zélande 12 à 11 dans une finale serrée à Saint-Denis. Les autorités compétentes n'ont pas commenté.,sport,AFP,2024-08-10,26,sport,544.5023000002038
